id,name,n_eip,between,close,eigen
714,Phillip Pon,1,0.0,0.02023121387283237,2.3985946916663635e-06
8,Alex Van de Sande,6,0.0063752582192972695,0.11456777294278106,0.0037962860800170683
62,Alexey Akhunov,8,0.00561171711866465,0.10334322762068426,0.06893545570689712
117,Lee Raj,1,0.0,0.001445086705202312,4.25455485171977e-22
165,Sam Wilson,5,0.007126650058902859,0.11456777294278106,0.015692151782578632
10,Nick Johnson,28,0.029760920895042668,0.1274566473988439,0.03205135776930821
9,Ronan Sandford,7,0.005465689584439606,0.1084737424671012,0.0007076491091795518
70,Juliano Rizzo,1,0.0,0.0,1.6229838759306984e-27
661,Gavin John,20,0.03326160288346761,0.12252174382799415,0.0018576923279543095
106,Gabriel Barros,1,0.0,0.001445086705202312,4.25455485171977e-22
287,Apeguru,1,0.0,0.004335260115606936,1.1153060270492274e-16
63,Alan Lu,1,0.0,0.0,1.6229838759306984e-27
1,Vitalik Buterin,44,0.0367297338642342,0.13242249080399368,0.07189526312337859
286,Naim Ashhab,1,0.0,0.0,1.6229838759306984e-27
183,Yu Liu,2,2.0912976920438668e-05,0.008670520231213872,1.9266605204911284e-13
182,Daniel Streit,1,0.0,0.0,1.6229838759306984e-27
6,Felix Lange,7,0.0012310953981524407,0.09421846624965875,0.007745858619615366
677,Tal Be'ery,1,0.0,0.001445086705202312,4.25455485171977e-22
657,Adam Egyed,1,0.0,0.001445086705202312,4.25455485171977e-22
148,Joel Thorstensson,1,0.0,0.0,1.6229838759306984e-27
174,Michael D. Carter,1,0.0,0.0,1.6229838759306984e-27
99,Paul Berg,1,0.0,0.0,1.6229838759306984e-27
52,Tommy Nicholas,1,0.0,0.0928833867683883,7.529582791880304e-05
385,Alex,3,8.365190768175467e-05,0.011560693641618497,2.474464038167984e-14
118,Julio Faura,5,0.0,0.002890173410404624,9.023656151305814e-09
20,Greg Colvin,8,0.0018630222869538038,0.09910236082847476,0.037788327568510145
233,Harikrishnan Mulackal,1,2.0615731604209826e-05,0.09450956346773186,0.04192672248305696
224,Andreas Freund,1,0.0,0.0,1.6229838759306984e-27
13,Gavin Wood,1,0.0,0.0,1.6229838759306984e-27
43,Dean Eigenmann,2,0.0020727439107099117,0.09700717349594887,0.0011540773075522034
19,Micah Zoltu,16,0.004491031150070999,0.1201162122083346,0.030044462582231445
234,Lance,5,0.0,0.06175557612864578,6.062074857858316e-07
115,Alex Vlasov,4,0.0,0.06747704862291737,3.432749932958692e-05
84,Vittorio Minacori,1,0.0,0.0,1.6229838759306984e-27
50,Danny Ryan,10,0.009610607496594814,0.10253495656666774,0.005371101885354553
83,Pawel Bylica,21,0.010265106462718972,0.12170926542064672,0.5842138493990936
11,Alex Beregszaszi,33,0.011899239361819164,0.11675418082336847,0.5820872504463315
113,Michael Connor,3,1.6730381536350935e-05,0.005780346820809248,1.6437392934059107e-14
23,Afri Schoedon,4,0.0,0.09721269716860978,0.0025851517388527845
